barrier_label,barrier_kcal_mol,dims,sites,replicas,segment,temperature_c,duration_s,released_ar40_mean,released_ar40_ci95_low,released_ar40_ci95_high,released_ar39_mean,released_ar36_mean,cumulative_ar40_fraction_mean,cumulative_ar39_fraction_mean,ar39_fraction_start,apparent_age_ma_mean,apparent_age_ma_ci95_low,apparent_age_ma_ci95_high,apparent_age_defined_replicas,ar36_ar40_mean
low,53.0,4x4x6,768,8,1,500.0,600.0,7.625,6.0,9.125,2.75,1.5,0.6025532372039725,0.07568478077772839,0.0,55.562527583096596,39.03679672564546,72.96487643623277,8,0.23884830447330446
low,53.0,4x4x6,768,8,2,550.0,600.0,5.0,3.5,6.5,4.5,1.125,0.9910714285714286,0.20136020194645832,0.07568478077772839,25.09577770682001,14.81163383359101,39.31454357490712,8,0.22013888888888888
low,53.0,4x4x6,768,8,3,600.0,600.0,0.125,0.0,0.375,19.0,0.0,1.0,0.7205425474987452,0.20136020194645832,0.10735998860861724,0.0,0.32207996582585174,8,0.0
low,53.0,4x4x6,768,8,4,650.0,600.0,0.0,0.0,0.0,9.875,0.0,1.0,0.9931633407243163,0.7205425474987452,0.0,0.0,0.0,8,
low,53.0,4x4x6,768,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,4x4x6,768,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
low,53.0,8x8x6,3072,8,1,500.0,600.0,37.375,35.25,39.25,15.75,6.75,0.7823773051526813,0.1040105635232656,0.0,44.12239499147713,37.741929665850655,50.0400997782992,8,0.1827325264825265
low,53.0,8x8x6,3072,8,2,550.0,600.0,10.375,9.125,11.625,17.625,2.25,1.0,0.22043554883602368,0.1040105635232656,11.260720136112957,9.020212135124677,13.454131455551408,8,0.21508387445887445
low,53.0,8x8x6,3072,8,3,600.0,600.0,0.0,0.0,0.0,78.625,0.0,1.0,0.7426053847736185,0.22043554883602368,0.0,0.0,0.0,8,
low,53.0,8x8x6,3072,8,4,650.0,600.0,0.0,0.0,0.0,38.125,0.0,1.0,0.9957471264367816,0.7426053847736185,0.0,0.0,0.0,8,
low,53.0,8x8x6,3072,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,12x12x6,6912,8,1,500.0,600.0,70.75,64.625,77.0,32.125,15.625,0.7564545890829378,0.09178328134037897,0.0,40.26098136898004,34.96725056383003,46.095771394382766,8,0.2219057957439411
